test,angle,skill,code,duration,delta_st,tot_dist,rel_diff_dist,delta_dest,delta_head
ang_0_1,0,task_plan,30,1.4934
ang_0_1,0,NavigateToLocationPrimitive,217,8.715,2.6607652276620497,2.75001174269,0.033541672185173954,0.4372820623476903,-0.10271683687127298
ang_0_1,0,LoadPaintPrimitive,514,20.5523
ang_0_1,0,ArmToZeroPrimitive,113,4.5065
ang_0_1,0,NavigateToLocationPrimitive,396,15.927,3.4697552761521426,3.89368241666,0.12217782142202839,0.4840635447776849,-0.1213147702056836
ang_0_1,0,ApplyPaintPrimitive,684,27.4202
ang_0_1,0,ArmToZeroPrimitive,142,5.6484
ang_0_1,0,NavigateToLocationPrimitive,740,29.7412,1.0405908289063053,2.33354702751,1.24252123186847,0.4403176018256714,-6.231765186980523
ang_0_1,0,NavigateToLocationPrimitive,2803,113.517,3.7497110753295297,7.74949504489,1.0666912434603948,0.4437015211543404,0.07638763448898
ang_0_1,0,LoadPaintPrimitive,658,26.8599
ang_0_1,0,ArmToZeroPrimitive,113,4.5665
ang_0_1,0,NavigateToLocationPrimitive,448,18.1598,3.4847951215958153,4.08863319542,0.17327792675159195,0.8100929656379723,-0.11041924970196915
ang_0_1,0,ApplyPaintPrimitive,564,22.6636
ang_0_1,0,ArmToZeroPrimitive,143,5.6918
ang_0_1,0,NavigateToLocationPrimitive,1532,62.346,3.4273035048910425,5.86575000788,0.7114766753248128,1.2705589384847722,0.08364804889865951
ang_0_1,0,LoadPaintPrimitive,538,21.679
ang_0_1,0,ArmToZeroPrimitive,113,4.5247
ang_0_1,0,NavigateToLocationPrimitive,807,33.0425,4.047295311096497,4.42144825567,0.09244518025351026,1.5394681111559694,-0.14739139790015132
ang_0_1,0,ApplyPaintPrimitive,626,25.1821
ang_0_1,0,ArmToZeroPrimitive,143,5.7122
ang_0_1,0,NavigateToLocationPrimitive,417,16.9057,3.7996586726795147,4.25764661811,0.12053397025462621,2.262247086831704,0.060440266147699706
ang_0_1,0,LoadPaintPrimitive,521,21.0746
ang_0_1,0,ArmToZeroPrimitive,113,4.5283
ang_0_1,0,NavigateToLocationPrimitive,488,19.802,4.588189424145517,4.62906112332,0.00890802349166188,2.5573592468306305,-0.12656870265624898
ang_0_1,0,ApplyPaintPrimitive,564,22.6338
ang_0_1,0,ArmToZeroPrimitive,143,5.7083
ang_0_1,0,NavigateToLocationPrimitive,437,17.7847,4.375806400282743,4.48691569864,0.0253917308476165,3.2819075801744346,0.055787637428361236
ang_0_1,0,LoadPaintPrimitive,540,21.7758
ang_0_1,0,ArmToZeroPrimitive,112,4.4774
ang_0_1,0,NavigateToLocationPrimitive,494,20.0782,5.397217409908481,4.79184578589,-0.1121636536091931,3.5581526969927424,-0.11814872535687737
ang_0_1,0,ApplyPaintPrimitive,625,25.1114
ang_0_1,0,ArmToZeroPrimitive,143,5.688
ang_0_1,0,task_plan,1,644.652
ang_0_2,0,task_plan,40,1.6827
ang_0_2,0,NavigateToLocationPrimitive,216,8.6656,2.6612040060751587,2.76443075731,0.03878949189885065,0.4470590509577816,-0.1031387404557762
ang_0_2,0,LoadPaintPrimitive,619,24.873
ang_0_2,0,ArmToZeroPrimitive,113,4.4945
ang_0_2,0,NavigateToLocationPrimitive,410,16.4667,3.47474559651613,4.0052576701,0.15267652230879153,0.46786741717870733,-0.12292042941404357
ang_0_2,0,ApplyPaintPrimitive,618,24.6926
ang_0_2,0,ArmToZeroPrimitive,143,5.6845
ang_0_2,0,NavigateToLocationPrimitive,749,30.0831,1.05196244521192,2.22060193185,1.1109136946449216,0.4382445053632553,-6.221930290410404
ang_0_2,0,NavigateToLocationPrimitive,3130,126.3164,3.7263749206691887,8.51244639943,1.284377332032205,0.45982441322729034,-0.019755508292964796
ang_0_2,0,LoadPaintPrimitive,510,20.4446
ang_0_2,0,ArmToZeroPrimitive,112,4.4709
ang_0_2,0,NavigateToLocationPrimitive,1164,46.8145,3.5213435379565223,5.23394469523,0.48634878670977966,0.8862737372703766,-6.257924565762645
ang_0_2,0,ApplyPaintPrimitive,573,22.9611
ang_0_2,0,ArmToZeroPrimitive,143,5.6847
ang_0_2,0,NavigateToLocationPrimitive,404,16.2406,3.4302504777759943,4.14640351238,0.20877572621703244,1.5596602280386058,0.04410213286598297
ang_0_2,0,LoadPaintPrimitive,550,22.0776
ang_0_2,0,ArmToZeroPrimitive,112,4.4558
ang_0_2,0,NavigateToLocationPrimitive,405,16.4017
ang_0_3,0,task_plan,30,1.2601
ang_0_3,0,NavigateToLocationPrimitive,216,8.6817,2.660751763210164,2.75703377575,0.03618601850466246,0.4550290567454698,-0.10439811115684838
ang_0_3,0,LoadPaintPrimitive,577,23.2851
ang_0_3,0,ArmToZeroPrimitive,113,4.4969
ang_0_3,0,NavigateToLocationPrimitive,409,16.5318,3.4739309243650713,3.98919618238,0.14832340343931957,0.4922115914565042,-0.07161923803342729
ang_0_3,0,ApplyPaintPrimitive,568,22.7026
ang_0_3,0,ArmToZeroPrimitive,143,5.6693
ang_0_3,0,NavigateToLocationPrimitive,774,31.1297,1.0538603940169786,2.20374920726,1.0911206263858282,0.42841500943349226,-6.207628401424297
ang_0_3,0,NavigateToLocationPrimitive,4011,161.7417,3.753723116900939,16.4678849685,3.3870803614561296,0.5355834896905082,0.06480268295217484
ang_0_3,0,LoadPaintPrimitive,543,21.7542
ang_0_3,0,ArmToZeroPrimitive,113,4.4962
ang_0_3,0,NavigateToLocationPrimitive,639,25.6791,4.102798733673713,4.48884406394,0.09409316793871,1.1381073835883613,-0.047764937164427756
